time,mv
  16.44.38,29.7
  16.44.40,29.5
  16.44.42,30.4
  16.44.44,29.5
  16.44.46,30.2
  16.44.48,29.5
  16.44.50,29.9
  16.44.56,30.7
  16.44.58,29.9
  16.45.00,29.5
  16.45.04,29.2
  16.45.06,29
  16.45.08,29.2
  16.45.10,29.7
  16.45.14,29.5
  16.45.18,29.7
  16.45.20,28.5
  16.45.22,29.7
  16.45.24,29.9
  16.45.26,29.2
  16.45.28,29.7
  16.45.34,29.5
  16.45.36,29.2
  16.45.38,30.2
  16.45.40,30.4
  16.45.42,29.7
  16.45.48,29.9
  16.45.50,29
  16.45.52,30.9
  16.45.54,30.4
  16.45.58,30.7
  16.46.00,29.2
  16.46.02,29
  16.46.06,29.5
  16.46.08,30.2
  16.46.10,29.9
  16.46.12,28.7
  16.46.14,29.7
  16.46.16,29
  16.46.18,28.7
  16.46.20,29.2
  16.46.22,29.7
  16.46.24,30.2
  16.46.26,29
  16.46.32,29.7
  16.46.34,29.9
  16.46.36,29.7
  16.46.38,29.5
  16.46.40,29.2
  16.46.42,29.5
  16.46.44,29
  16.46.46,28.7
  16.46.48,29
  16.46.50,30.7
  16.46.52,29.5
  16.46.54,29
  16.46.56,28.7
  16.46.58,29.2
  16.47.00,29.7
  16.47.02,30.2
  16.47.04,29.2
  16.47.06,29.9
  16.47.08,29.7
  16.47.10,30.4
  16.47.12,29.5
  16.47.14,29.2
  16.47.16,28.7
  16.47.18,29.5
  16.47.20,29.7
  16.47.22,30.7
  16.47.24,29.5
  16.47.26,29
  16.47.28,29.5
  16.47.32,28.7
  16.47.34,29.2
  16.47.36,29.5
  16.47.40,30.2
  16.47.42,29.9
  16.47.44,30.2
  16.47.46,29.7
  16.47.48,29.9
  16.47.50,29.7
  16.47.52,30.2
  16.47.54,29.7
  16.47.58,29.2
  16.48.00,29.5
  16.48.04,29.7
  16.48.06,29.5
  16.48.08,29.2
  16.48.10,30.2
  16.48.12,29.9
  16.48.16,29.5
  16.48.18,29.2
  16.48.20,29.5
  16.48.22,29.9
  16.48.24,29.5
  16.48.26,30.2
  16.48.30,29.5
  16.48.32,30.2
  16.48.34,29.9
  16.48.36,30.9
  16.48.38,30.2
  16.48.40,29.7
  16.48.42,29.5
  16.48.48,29
  16.48.50,29.9
  16.48.52,29.2
  16.48.54,30.2
  16.48.56,29.9
  16.49.04,29.2
  16.49.06,29.9
  16.49.10,29.5
  16.49.14,29.7
  16.49.16,29.9
  16.49.18,30.2
  16.49.20,29.5
  16.49.22,28.7
  16.49.24,29.5
  16.49.26,29.7
  16.49.28,29.5
  16.49.30,29.7
  16.49.32,30.2
  16.49.34,29.2
  16.49.36,29.5
  16.49.38,29.9
  16.49.40,29.7
  16.49.42,30.2
  16.49.44,30.7
  16.49.46,29.5
  16.49.48,30.4
  16.49.50,29.7
  16.49.54,30.2
  16.49.56,29
  16.49.58,29.9
  16.50.00,28.7
  16.50.02,29.2
  16.50.04,29.7
  16.50.06,29.9
  16.50.10,29.2
  16.50.12,29.7
  16.50.14,29.5
  16.50.16,29.7
  16.50.20,30.4
  16.50.22,29.2
  16.50.24,29.5
  16.50.26,29.7
  16.50.28,29.5
  16.50.30,29.7
  16.50.32,30.2
  16.50.34,29.5
  16.50.36,29.2
  16.50.38,29.5
  16.50.40,29.9
  16.50.42,28.7
  16.50.44,29.2
  16.50.46,29.7
  16.50.48,28.7
  16.50.50,30.4
  16.50.52,29.7
  16.50.54,29.9
  16.50.56,28.5
  16.50.58,29.5
  16.51.00,29.7
  16.51.04,29.2
  16.51.06,29
  16.51.08,29.9
  16.51.10,28.2
  16.51.12,28.5
  16.51.14,29.2
  16.51.18,29.7
  16.51.22,29.5
  16.51.26,29.7
  16.51.28,29.9
  16.51.34,29.2
  16.51.36,29.7
  16.51.40,29
  16.51.42,29.5
  16.51.44,29.7
  16.51.46,29.5
  16.51.48,28.7
  16.51.50,29.7
  16.51.52,29.2
  16.51.54,28.7
  16.51.56,29.5
  16.52.00,29.2
  16.52.06,29
  16.52.08,28.5
  16.52.10,29
  16.52.12,29.7
  16.52.14,29.5
  16.52.16,29.7
  16.52.18,29.2
  16.52.20,29
  16.52.22,29.7
  16.52.24,29.9
  16.52.26,29.5
  16.52.28,28.5
  16.52.30,29.2
  16.52.32,29
  16.52.34,29.2
  16.52.36,29.7
  16.52.38,28.7
  16.52.40,30.4
  16.52.42,29.9
  16.52.44,29.7
  16.52.48,28.7
  16.52.50,29.2
  16.52.52,29.9
  16.52.54,29.7
  16.52.58,30.2
  16.53.00,29.5
  16.53.02,29
  16.53.04,29.5
  16.53.06,28.7
  16.53.08,28.5
  16.53.10,29.2
  16.53.14,29.5
  16.53.16,29.9
  16.53.18,29.5
  16.53.20,29.2
  16.53.24,29.7
  16.53.26,29
  16.53.30,29.7
  16.53.36,29.2
  16.53.38,29.7
  16.53.40,29.2
  16.53.42,29.9
  16.53.44,29.5
  16.53.46,30.2
  16.53.48,29
  16.53.52,29.2
  16.53.54,28.2
  16.53.56,29
  16.53.58,28.7
  16.54.00,29.2
  16.54.02,28.5
  16.54.04,29.7
  16.54.06,29
  16.54.08,29.2
  16.54.10,28.2
  16.54.14,29
  16.54.16,28.5
  16.54.18,29.2
  16.54.20,29
  16.54.22,29.2
  16.54.24,29.9
  16.54.26,29.5
  16.54.28,29
  16.54.30,28.7
  16.54.32,29.2
  16.54.34,28.5
  16.54.36,29.5
  16.54.38,29.9
  16.54.40,29.2
  16.54.42,29.5
  16.54.46,29.2
  16.54.48,29
  16.54.50,29.2
  16.54.52,29.5
  16.54.56,29
  16.55.00,29.5
  16.55.02,28.7
  16.55.04,29
  16.55.06,30.2
  16.55.08,30.4
  16.55.10,30.2
  16.55.12,28.7
  16.55.14,29.5
  16.55.16,28.7
  16.55.18,29.7
  16.55.22,29.2
  16.55.24,28.7
  16.55.26,29.2
  16.55.28,28.7
  16.55.30,29.7
  16.55.32,28.2
  16.55.34,28.5
  16.55.36,28
  16.55.38,29.5
  16.55.40,28.2
  16.55.42,29
  16.55.44,29.9
  16.55.46,29.5
  16.55.48,28.7
  16.55.50,30.2
  16.55.52,29.5
  16.55.54,29
  16.55.56,29.7
  16.55.58,28.5
  16.56.04,28.7
  16.56.06,28.5
  16.56.08,29.5
  16.56.12,29.2
  16.56.18,29.5
  16.56.20,29
  16.56.22,29.2
  16.56.24,29.9
  16.56.26,29.2
  16.56.28,29
  16.56.30,28.2
  16.56.32,28.7
  16.56.34,29.7
  16.56.36,29.5
  16.56.38,28.5
  16.56.42,29.5
  16.56.46,30.4
  16.56.48,28.7
  16.56.50,29
  16.56.52,29.2
  16.56.54,29.5
  16.56.56,29
  16.56.58,28.2
  16.57.00,29.2
  16.57.02,28.7
  16.57.04,29
  16.57.08,27.7
  16.57.10,29.2
  16.57.14,28.5
  16.57.16,28
  16.57.18,28.5
  16.57.20,29
  16.57.22,29.2
  16.57.24,28.2
  16.57.26,28.5
  16.57.28,28.2
  16.57.30,27.7
  16.57.32,28
  16.57.34,29
  16.57.38,28.7
  16.57.40,28
  16.57.42,29.2
  16.57.44,29.9
  16.57.46,28.5
  16.57.48,27.5
  16.57.50,29
  16.57.54,29.2
  16.57.56,28.5
  16.57.58,28.7
  16.58.00,28.2
  16.58.02,28
  16.58.04,29
  16.58.06,29.2
  16.58.08,28.7
  16.58.10,27.3
  16.58.12,27.7
  16.58.14,28
  16.58.16,28.2
  16.58.20,27.7
  16.58.22,29.2
  16.58.24,29.9
  16.58.26,29.7
  16.58.28,28.7
  16.58.30,28.2
  16.58.32,28.7
  16.58.36,29.5
  16.58.38,29.2
  16.58.40,29.7
  16.58.42,29.2
  16.58.44,28.7
  16.58.46,29
  16.58.48,29.2
  16.58.50,28
  16.58.52,29.2
  16.58.54,28.7
  16.58.56,28.5
  16.59.00,28.7
  16.59.02,29
  16.59.04,28.7
  16.59.06,28.5
  16.59.08,30.4
  16.59.10,29
  16.59.12,28
  16.59.14,28.2
  16.59.16,29
  16.59.18,28.7
  16.59.20,29.2
  16.59.24,29
  16.59.26,29.2
  16.59.28,29.5
  16.59.30,29.7
  16.59.34,29.5
  16.59.36,28.5
  16.59.38,29
  16.59.40,28
  16.59.42,29
  16.59.44,28
  16.59.46,29
  16.59.48,29.5
  16.59.50,28.7
  16.59.52,29
  16.59.54,28.7
  16.59.56,29.2
