time,mv
39,34.1
39.2,35.1
39.4,35.3
39.6,34.8
39.8,35.3
40,35.1
40.2,33.6
40.4,34.6
40.6,35.6
40.8,34.6
41,34.3
41.2,35.1
41.4,34.8
41.6,35.1
41.8,34.8
42,34.3
42.2,34.8
42.4,34.3
42.6,35.1
42.8,36.1
43,35.1
43.2,34.8
43.4,34.3
43.6,35.6
43.8,34.6
44,35.3
44.2,34.8
44.4,35.3
44.6,34.8
44.8,35.8
45,34.3
45.2,34.1
45.4,35.6
45.6,35.8
45.8,34.8
46,34.1
46.2,34.3
46.4,34.1
46.6,34.8
46.8,34.6
47,34.1
47.2,34.6
47.4,34.8
47.6,33.9
47.8,35.1
48,34.3
48.2,34.8
48.4,35.3
48.6,34.1
48.8,35.6
49,34.6
49.2,34.1
49.4,35.3
49.6,34.1
49.8,34.6
50,34.1
50.2,35.3
50.4,36.1
50.6,34.3
50.8,34.1
51,34.3
51.2,34.6
51.4,35.1
51.6,34.8
51.8,35.6
52,34.8
52.2,34.3
52.4,34.8
52.6,33.9
52.8,34.1
53,34.3
53.2,34.1
53.4,34.6
53.6,34.8
53.8,33.9
54,34.1
54.2,34.8
54.4,35.3
54.6,34.1
54.8,33.6
55,35.1
55.2,33.4
55.4,33.1
55.6,33.6
55.8,34.1
56,33.4
56.2,33.6
56.4,34.6
56.6,34.3
56.8,34.6
57,34.3
57.2,34.1
57.4,33.9
57.6,34.1
57.8,34.3
58,33.9
58.2,34.8
58.4,34.3
58.6,34.1
58.8,34.6
59,33.6
59.2,34.1
59.4,34.8
59.6,34.3
59.8,34.1
60,34.8
60.2,33.9
60.4,33.4
60.6,34.1
60.8,33.6
61,33.9
61.2,34.8
61.4,33.9
61.6,34.3
61.8,34.1
62,34.8
62.2,35.6
62.4,34.1
62.6,34.3
62.8,33.9
63,33.6
63.2,32.9
63.4,34.1
63.6,33.9
63.8,33.1
64,34.3
64.2,34.8
64.4,35.3
64.6,33.9
64.8,34.1
65,33.6
65.2,33.4
65.4,33.9
65.6,34.1
65.8,34.3
66,33.6
66.2,35.3
66.4,33.4
66.6,34.8
66.8,34.3
67,33.9
67.2,34.1
67.4,33.4
67.6,34.6
67.8,34.3
68,33.9
68.2,33.4
68.4,34.1
68.6,33.4
68.8,33.9
69,34.1
69.2,33.9
69.4,33.1
69.6,33.9
69.8,33.6
70,33.1
70.2,33.9
70.4,33.6
70.6,33.4
70.8,32.9
71,33.1
71.2,33.4
71.4,33.6
71.6,33.1
71.8,33.9
72,33.4
72.2,33.6
72.4,33.9
72.6,33.1
72.8,33.4
73,33.6
73.2,32.9
73.4,33.9
73.6,35.1
73.8,34.3
74,33.4
74.2,33.6
74.4,33.4
74.6,33.9
74.8,33.4
75,33.9
75.2,33.1
75.4,33.6
75.6,34.1
75.8,33.9
76,32.9
76.2,34.1
76.4,33.9
76.6,33.4
76.8,33.9
77,34.1
77.2,33.4
77.4,33.6
77.6,33.1
77.8,34.1
78,33.4
78.2,34.6
78.4,33.4
78.6,33.6
78.8,34.1
79,33.6
79.2,33.9
79.4,34.3
79.6,34.6
79.8,33.1
80,33.4
80.2,34.1
80.4,33.4
80.6,34.1
80.8,33.6
81,33.9
81.2,34.3
81.4,33.9
81.6,33.4
81.8,34.1
82,33.6
82.2,33.4
82.4,33.9
82.6,34.1
82.8,33.6
83,33.4
83.2,33.9
83.4,32.9
83.6,33.6
83.8,33.4
84,33.9
84.2,32.9
84.4,33.4
84.6,32.1
84.8,32.6
85,33.6
85.2,32.6
85.4,33.1
85.6,33.6
85.8,33.9
86,33.4
86.2,34.1
86.4,33.6
86.6,33.4
86.8,32.6
87,33.9
87.2,32.9
87.4,33.6
87.6,33.9
87.8,34.1
88,34.8
88.2,34.1
88.4,34.8
88.6,33.9
88.8,34.3
89,34.6
89.2,33.6
89.4,33.4
89.6,32.9
89.8,33.4
90,32.4
90.2,33.4
90.4,32.6
90.6,33.4
90.8,33.1
91,33.4
91.2,33.9
91.4,33.6
91.6,32.9
91.8,32.6
92,33.6
92.2,34.3
92.4,34.6
92.6,34.8
92.8,34.3
93,32.9
93.2,33.6
93.4,33.4
93.6,32.9
93.8,34.1
94,33.6
94.2,32.9
94.4,33.4
94.6,33.1
94.8,32.9
95,32.6
95.2,33.6
95.4,33.4
95.6,32.6
95.8,32.4
96,33.1
96.2,32.9
96.4,34.3
96.6,33.9
96.8,33.1
97,32.9
97.2,33.6
97.4,32.9
97.6,31.9
97.8,32.1
98,32.6
98.2,33.4
98.4,33.9
98.6,32.9
98.8,33.1
99,33.6
99.2,33.1
99.4,32.4
99.6,31.9
99.8,32.6
100,32.9
100.2,32.4
100.4,32.6
100.6,32.9
100.8,32.6
101,31.4
101.2,32.1
101.4,32.6
101.6,31.9
101.8,31.7
102,32.1
102.2,32.6
102.4,32.9
102.6,32.4
102.8,33.1
103,33.6
103.2,32.9
103.4,32.1
103.6,33.1
103.8,32.6
104,32.9
104.2,33.4
104.4,32.4
104.6,33.1
104.8,32.9
105,32.1
105.2,33.1
105.4,32.6
105.6,32.9
105.8,33.1
106,33.4
106.2,31.9
106.4,33.1
106.6,32.9
106.8,32.6
107,33.1
107.2,32.9
107.4,33.1
107.6,32.1
107.8,31.9
108,32.6
108.2,32.9
108.4,33.1
108.6,33.9
108.8,32.1
109,32.9
109.2,32.6
109.4,32.9
109.6,31.9
109.8,32.1
110,31.9
110.2,32.9
110.4,32.1
110.6,32.4
110.8,32.6
111,31.9
111.2,32.1
111.4,31.9
111.6,32.9
111.8,33.6
112,33.1
112.2,32.9
112.4,32.1
112.6,32.6
112.8,31.9
113,32.9
113.2,31.9
113.4,32.9
113.6,32.6
113.8,32.4
114,32.1
114.2,32.4
114.4,32.1
114.6,32.6
114.8,32.9
115,32.1
115.2,31.4
115.4,32.4
115.6,31.7
115.8,32.1
116,32.4
116.2,31.9
116.4,32.4
116.6,31.7
116.8,31.4
117,31.2
117.2,31.4
117.4,32.1
117.6,32.4
117.8,31.9
118,31.7
118.2,31.9
118.4,32.1
118.6,31.9
118.8,31.7
119,31.2
119.2,31.7
119.4,32.1
119.6,31.4
119.8,32.1
120,31.9
120.2,32.6
120.4,32.4
120.6,31.9
120.8,31.2
121,31.4
121.2,32.1
121.4,31.9
121.6,31.7
121.8,31.4
122,31.9
122.2,32.4
122.4,33.4
122.6,32.1
122.8,32.4
123,32.1
123.2,32.4
123.4,32.1
123.6,32.4
123.8,32.6
124,33.1
124.2,32.9
124.4,32.6
124.6,32.1
124.8,32.6
125,32.4
125.2,31.4
125.4,32.1
125.6,31.7
125.8,31.9
126,32.9
126.2,32.1
126.4,32.4
126.6,32.9
126.8,32.1
127,32.6
127.2,31.9
127.4,32.9
127.6,32.1
127.8,32.4
128,32.1
128.2,33.9
128.4,32.4
128.6,33.1
128.8,32.6
129,31.7
129.2,31.2
129.4,31.7
129.6,32.4
129.8,32.1
130,31.2
130.2,32.4
130.4,31.7
130.6,32.1
130.8,32.9
131,32.6
131.2,32.1
131.4,32.6
131.6,31.9
131.8,33.9
132,32.1
132.2,31.9
132.4,33.1
132.6,31.4
132.8,31.9
133,31.7
133.2,32.4
133.4,31.7
133.6,32.6
133.8,31.7
134,31.2
134.2,32.4
134.4,32.1
134.6,32.4
134.8,32.9
135,32.1
135.2,32.4
135.4,32.9
135.6,32.6
135.8,31.7
136,31.4
136.2,31.9
136.4,32.6
136.6,32.9
136.8,32.1
137,30.9
137.2,32.1
137.4,31.9
137.6,32.1
137.8,33.1
138,32.4
138.2,32.1
138.4,32.6
138.6,33.4
138.8,33.1
139,32.4
139.2,30.9
139.4,31.7
139.6,31.9
139.8,31.7
140,32.4
140.2,32.1
140.4,31.9
140.6,32.4
140.8,31.4
141,31.7
141.2,32.6
141.4,31.7
141.6,32.4
141.8,32.1
142,32.6
142.2,32.1
142.4,32.9
142.6,32.4
142.8,31.9
143,32.4
143.2,31.7
143.4,32.4
143.6,32.1
143.8,32.6
144,31.7
144.2,32.6
144.4,32.4
144.6,31.9
144.8,31.4
145,32.4
145.2,32.6
145.4,31.7
145.6,30.7
145.8,31.4
146,31.2
146.2,31.4
146.4,32.4
146.6,30.7
146.8,32.1
147,31.4
147.2,31.9
147.4,32.4
147.6,32.6
147.8,31.9
148,32.4
148.2,31.9
148.4,31.2
148.6,31.4
148.8,31.9
149,31.4
149.2,32.9
149.4,32.1
149.6,31.9
149.8,30.7
150,32.1
150.2,32.9
150.4,31.7
150.6,32.9
150.8,31.4
151,31.7
151.2,32.1
151.4,31.4
151.6,32.4
151.8,32.1
152,31.9
152.2,31.7
152.4,33.1
152.6,32.1
152.8,31.9
153,32.6
153.2,32.4
153.4,32.1
153.6,33.4
153.8,32.6
154,32.9
154.2,33.1
154.4,32.6
154.6,32.9
154.8,32.4
155,32.9
155.2,31.9
155.4,32.6
155.6,31.9
155.8,30.9
156,31.7
156.2,31.9
156.4,33.1
156.6,32.4
156.8,33.1
157,32.4
157.2,32.9
157.4,32.4
157.6,32.1
157.8,32.6
158,32.4
158.2,32.1
158.4,33.1
158.6,32.6
158.8,32.4
159,31.9
159.2,32.1
159.4,32.9
159.6,32.4
159.8,32.6
160,32.4
160.2,32.1
160.4,30.9
160.6,31.4
160.8,31.7
161,32.4
161.2,32.1
161.4,31.9
161.6,31.7
161.8,31.2
162,32.4
162.2,31.9
162.4,32.6
162.6,32.9
162.8,32.1
163,32.4
163.2,31.4
163.4,31.9
163.6,32.1
163.8,32.6
164,31.7
164.2,32.4
164.4,33.1
164.6,32.1
164.8,32.6
165,32.1
165.2,31.7
165.4,32.4
165.6,32.6
165.8,32.4
166,31.9
166.2,32.1
166.4,31.7
166.6,31.4
166.8,31.9
167,32.4
167.2,32.6
167.4,32.1
167.6,31.7
167.8,32.4
168,32.9
168.2,32.1
168.4,32.4
168.6,32.1
168.8,32.6
169,32.1
169.2,31.9
169.4,32.1
169.6,32.6
169.8,31.9
170,31.2
170.2,31.7
170.4,32.4
170.6,30.9
170.8,32.4
171,31.2
171.2,32.4
171.4,31.7
171.6,31.4
171.8,31.9
172,31.2
172.2,31.4
172.4,32.1
172.6,31.2
172.8,32.6
173,33.1
173.2,31.7
173.4,32.1
173.6,32.4
173.8,31.7
174,30.9
174.2,31.7
174.4,30.9
174.6,31.7
174.8,31.4
175,30.7
175.2,31.4
175.4,32.1
175.6,30.9
175.8,31.4
176,31.2
176.2,32.4
176.4,32.1
176.6,31.9
176.8,31.7
177,32.4
177.2,31.9
177.4,31.7
177.6,32.9
177.8,31.7
178,32.6
178.2,31.9
178.4,32.4
178.6,32.6
178.8,30.9
179,31.9
179.2,31.7
179.4,31.2
179.6,31.4
179.8,30.9
180,31.9
180.2,31.4
180.4,31.7
180.6,30.9
180.8,31.2
181,31.7
181.2,32.1
181.4,31.9
181.6,31.7
181.8,31.9
182,31.4
182.2,31.9
182.4,32.1
182.6,31.7
182.8,31.4
183,32.1
183.2,31.7
183.4,31.9
183.6,32.4
183.8,32.1
184,31.7
184.2,32.9
184.4,32.1
184.6,32.9
184.8,31.9
185,31.7
185.2,33.1
185.4,33.4
185.6,33.6
185.8,31.7
186,31.4
186.2,31.7
186.4,30.9
186.6,31.9
186.8,32.4
187,31.9
187.2,32.1
187.4,30.4
187.6,31.9
187.8,31.7
188,31.9
188.2,31.4
188.4,32.6
188.6,31.9
188.8,31.4
189,30.7
189.2,32.4
189.4,31.9
189.6,32.9
189.8,32.1
190,31.7
190.2,32.1
190.4,32.4
190.6,31.9
190.8,31.4
191,31.7
191.2,31.4
191.4,31.2
191.6,30.9
191.8,32.4
192,30.9
192.2,31.2
192.4,31.9
192.6,32.6
192.8,32.1
193,30.7
193.2,31.9
193.4,32.1
193.6,31.7
193.8,32.4
194,31.7
194.2,32.1
194.4,31.9
194.6,31.2
194.8,31.9
195,32.1
195.2,32.4
195.4,31.4
195.6,32.1
195.8,31.7
196,31.2
196.2,30.9
196.4,31.4
196.6,31.7
196.8,31.9
197,32.4
197.2,31.7
197.4,31.4
197.6,31.2
197.8,32.1
198,31.7
198.2,31.2
198.4,32.6
198.6,31.2
198.8,32.1
199,31.7
199.2,32.1
199.4,31.9
199.6,31.2
199.8,31.7
200,31.7
200.2,31.4
200.4,32.4
200.6,31.4
200.8,32.1
201,31.2
201.2,31.4
201.4,32.4
201.6,31.9
201.8,31.4
202,32.1
202.2,31.7
202.4,31.4
202.6,31.2
202.8,30.9
203,31.2
203.2,32.1
203.4,31.2
203.6,31.7
203.8,31.4
204,31.7
204.2,31.2
204.4,31.4
204.6,31.9
204.8,30.9
205,30.7
205.2,31.4
205.4,31.7
205.6,32.1
205.8,31.7
206,32.4
206.2,31.4
206.4,32.1
206.6,31.7
206.8,32.1
207,32.4
207.2,32.9
207.4,31.4
207.6,30.7
207.8,31.9
208,31.7
208.2,31.9
208.4,31.4
208.6,31.9
208.8,32.1
209,31.7
209.2,30.9
209.4,31.2
209.6,32.6
209.8,32.4
210,31.4
210.2,31.9
210.4,31.7
210.6,31.2
210.8,30.9
211,31.2
211.2,30.9
211.4,31.7
211.6,32.1
211.8,31.7
212,31.2
212.2,31.7
212.4,30.9
212.6,31.7
212.8,31.2
213,31.4
213.2,31.7
213.4,31.4
213.6,30.9
213.8,32.9
214,31.9
214.2,32.1
214.4,30.9
214.6,31.2
214.8,30.9
215,31.7
215.2,31.2
215.4,30.7
215.6,31.7
215.8,31.2
216,31.9
216.2,31.4
216.4,32.1
216.6,31.9
216.8,31.4
217,31.9
217.2,30.9
217.4,31.2
217.6,30.4
217.8,31.4
218,32.1
218.2,30.9
218.4,31.4
218.6,31.7
218.8,31.2
219,30.7
219.2,31.2
219.4,31.4
219.6,31.2
219.8,30.4
220,30.9
220.2,32.1
220.4,31.4
220.6,31.9
220.8,30.9
221,31.2
221.2,30.7
221.4,31.4
221.6,32.1
221.8,31.4
222,31.2
222.2,31.4
222.4,30.9
222.6,30.7
222.8,31.4
223,31.2
223.2,31.4
223.4,31.9
223.6,31.4
223.8,31.2
224,31.9
224.2,32.1
224.4,31.2
224.6,31.9
224.8,32.4
225,31.4
225.2,31.2
225.4,30.9
225.6,30.7
225.8,32.1
226,31.2
226.2,31.7
226.4,31.9
226.6,31.7
226.8,30.7
227,32.4
227.2,31.4
227.4,31.9
227.6,31.2
227.8,31.4
228,31.9
228.2,31.4
228.4,32.1
228.6,31.7
228.8,31.4
229,32.1
229.2,32.9
229.4,31.4
229.6,32.1
229.8,31.9
230,32.4
230.2,31.7
230.4,30.9
230.6,31.2
230.8,31.7
231,31.9
231.2,31.4
231.4,31.7
231.6,32.1
231.8,30.2
232,30.7
232.2,31.9
232.4,32.1
232.6,31.9
232.8,31.4
233,32.9
233.2,32.4
233.4,31.9
233.6,32.1
233.8,32.6
234,31.9
234.2,31.4
234.4,31.2
234.6,31.7
234.8,32.1
235,31.9
235.2,32.6
235.4,31.9
235.6,31.2
235.8,31.7
236,32.4
236.2,31.9
236.4,31.4
236.6,32.1
236.8,31.2
237,31.4
237.2,32.6
237.4,32.4
237.6,31.2
237.8,31.4
238,31.9
238.2,32.1
238.4,31.2
238.6,31.9
238.8,31.7
239,31.9
239.2,32.1
239.4,31.7
239.6,32.1
239.8,31.2
240,31.4
240.2,32.4
240.4,32.9
240.6,31.4
240.8,30.9
241,30.4
241.2,31.2
241.4,31.7
241.6,31.9
241.8,32.1
242,31.4
242.2,31.2
242.4,31.2
242.6,31.4
242.8,32.6
243,31.9
243.2,31.4
243.4,30.2
243.6,31.2
243.8,30.7
244,31.2
244.2,31.9
244.4,32.9
244.6,31.7
244.8,31.9
245,31.7
245.2,31.4
245.4,31.7
245.6,30.9
245.8,31.2
246,32.1
246.2,31.4
246.4,30.9
246.6,31.2
246.8,31.7
247,31.2
247.2,31.9
247.4,31.7
247.6,30.9
247.8,31.9
248,31.7
248.2,30.7
248.4,31.4
248.6,31.7
248.8,30.9
249,31.9
249.2,31.4
249.4,31.9
249.6,32.4
249.8,31.7
250,31.2
250.2,31.7
250.4,32.1
250.6,31.4
250.8,32.1
251,31.9
251.2,31.4
251.4,31.9
251.6,30.9
251.8,31.7
252,30.9
252.2,31.4
252.4,32.1
252.6,31.7
252.8,31.4
253,33.1
253.2,31.4
253.4,31.2
253.6,32.1
253.8,31.4
254,30.9
254.2,32.4
254.4,30.9
254.6,31.2
254.8,31.4
255,30.9
255.2,31.4
255.4,31.9
255.6,31.7
255.8,32.4
256,32.1
256.2,31.9
256.4,31.7
256.6,32.1
256.8,31.7
257,32.4
257.2,33.1
257.4,32.4
257.6,31.2
257.8,30.7
258,31.9
258.2,32.1
258.4,31.7
258.6,32.1
258.8,31.4
259,32.4
259.2,30.7
259.4,30.9
259.6,31.4
259.8,32.4
260,32.9
260.2,31.9
260.4,32.4
260.6,31.4
260.8,30.7
261,31.7
261.2,31.9
261.4,31.7
261.6,31.9
261.8,32.1
262,31.4
262.2,31.2
262.4,31.4
262.6,31.9
262.8,32.6
263,31.2
263.2,31.4
263.4,32.4
263.6,31.7
263.8,31.4
264,31.9
264.2,31.7
264.4,31.2
264.6,30.7
264.8,31.4
265,31.7
265.2,30.9
265.4,31.9
265.6,32.4
265.8,32.1
266,31.7
266.2,31.4
266.4,31.7
266.6,31.9
266.8,31.4
267,32.1
267.2,31.9
267.4,32.1
267.6,32.4
267.8,32.1
268,31.7
268.2,31.2
268.4,30.7
268.6,31.7
268.8,31.4
269,31.9
269.2,31.7
269.4,32.1
269.6,30.7
269.8,31.4
270,30.9
270.2,31.9
270.4,31.7
270.6,30.7
270.8,31.4
271,31.9
271.2,31.7
271.4,30.7
271.6,32.1
271.8,31.4
272,30.7
272.2,32.4
272.4,31.7
272.6,30.7
272.8,30.2
273,31.2
273.2,31.9
273.4,32.4
273.6,31.4
273.8,30.7
274,30.2
274.2,31.4
274.4,31.7
274.6,31.9
274.8,31.7
275,30.4
275.2,31.9
275.4,31.7
275.6,31.9
275.8,31.7
276,32.1
276.2,32.6
276.4,32.4
276.6,32.1
276.8,31.2
277,31.4
277.2,30.9
277.4,31.7
277.6,30.9
277.8,31.7
278,30.7
278.2,31.9
278.4,32.9
278.6,31.7
278.8,32.1
279,31.7
279.2,32.1
279.4,31.4
279.6,30.9
279.8,30.7
280,30.2
280.2,31.4
280.4,32.1
280.6,31.4
280.8,30.9
281,30.4
281.2,31.4
281.4,32.1
281.6,31.7
281.8,31.9
282,31.2
282.2,31.9
282.4,31.4
282.6,30.7
282.8,30.9
283,32.1
283.2,31.9
283.4,32.6
283.6,31.9
283.8,30.7
284,30.7
284.2,31.4
284.4,31.2
284.6,30.9
284.8,31.4
285,30.9
285.2,31.2
285.4,30.9
285.6,30.7
285.8,31.9
286,31.2
286.2,30.9
286.4,31.2
286.6,31.9
286.8,33.1
287,31.9
287.2,33.1
287.4,32.1
287.6,32.4
287.8,30.7
288,31.2
288.2,30.9
288.4,31.7
288.6,33.1
288.8,31.9
289,31.7
289.2,32.6
289.4,32.1
289.6,31.7
289.8,32.1
290,31.4
290.2,31.9
290.4,31.7
290.6,31.2
290.8,31.4
291,30.9
291.2,31.9
291.4,31.4
291.6,32.1
291.8,30.9
292,30.4
292.2,32.1
292.4,31.4
292.6,32.1
292.8,31.9
293,31.4
293.2,32.4
293.4,31.4
293.6,32.1
293.8,32.4
294,31.7
294.2,31.4
294.4,31.2
294.6,30.7
294.8,30.4
295,30.7
295.2,31.7
295.4,31.4
295.6,31.2
295.8,30.7
296,31.9
296.2,30.9
296.4,30.7
296.6,30.2
296.8,32.6
297,31.4
297.2,31.9
297.4,31.2
297.6,30.4
297.8,30.9
298,31.4
298.2,32.4
298.4,32.6
298.6,31.2
298.8,31.9
299,31.7
299.2,30.7
299.4,31.2
299.6,30.4
299.8,30.9
300,30.2
300.2,31.2
300.4,30.4
300.6,31.7
300.8,31.2
301,31.7
301.2,31.2
301.4,31.4
301.6,30.9
301.8,31.2
302,30.9
302.2,31.4
302.4,30.7
302.6,30.4
302.8,30.7
303,31.7
303.2,32.4
303.4,31.2
303.6,31.7
303.8,31.4
304,30.9
304.2,32.4
304.4,31.7
304.6,31.9
304.8,31.7
305,31.9
305.2,31.2
305.4,31.4
305.6,30.9
305.8,30.7
306,31.2
306.2,31.9
306.4,31.7
306.6,30.7
306.8,31.2
307,31.4
307.2,31.2
307.4,30.9
307.6,31.2
307.8,32.4
308,31.4
308.2,31.9
308.4,32.9
308.6,32.6
308.8,31.9
309,31.7
309.2,32.1
309.4,31.9
309.6,32.4
309.8,32.1
310,30.7
310.2,32.1
310.4,30.9
310.6,31.4
310.8,33.1
311,32.9
311.2,32.4
311.4,32.6
311.6,32.4
311.8,31.9
312,31.7
312.2,32.1
312.4,31.9
312.6,31.2
312.8,31.7
313,31.9
313.2,32.1
313.4,31.7
313.6,32.1
313.8,32.4
314,31.4
314.2,32.1
314.4,32.6
314.6,33.4
314.8,32.1
315,30.9
315.2,32.6
315.4,30.7
315.6,32.4
315.8,31.9
316,32.4
316.2,32.1
316.4,31.7
316.6,31.9
316.8,32.4
317,31.9
317.2,32.1
317.4,31.9
317.6,31.2
317.8,32.6
318,32.1
318.2,31.7
318.4,31.4
318.6,32.1
318.8,31.7
319,31.2
319.2,32.1
319.4,31.7
319.6,32.1
319.8,31.7
320,31.9
320.2,32.1
320.4,31.2
320.6,31.7
320.8,31.9
321,31.7
321.2,31.4
321.4,31.7
321.6,32.4
321.8,31.4
322,31.9
322.2,32.4
322.4,31.4
322.6,31.2
322.8,31.7
323,32.9
323.2,31.7
323.4,32.1
323.6,31.4
323.8,31.9
324,31.4
324.2,31.7
324.4,30.7
324.6,31.9
324.8,31.4
325,32.6
325.2,32.1
325.4,31.7
325.6,31.4
325.8,30.7
326,31.9
326.2,31.2
326.4,31.9
326.6,31.9
326.8,32.9
327,32.1
327.2,31.9
327.4,31.2
327.6,32.1
327.8,32.4
328,31.9
328.2,30.2
328.4,31.2
328.6,31.9
328.8,32.4
329,31.7
329.2,31.4
329.4,31.2
329.6,32.1
329.8,33.1
330,32.1
330.2,30.9
330.4,32.6
330.6,32.9
330.8,31.2
331,31.9
331.2,31.7
331.4,31.9
331.6,31.7
331.8,32.1
332,31.7
332.2,31.9
332.4,32.1
332.6,32.6
332.8,31.9
333,31.7
333.2,30.9
333.4,32.4
333.6,31.9
333.8,31.4
334,32.9
334.2,31.9
334.4,31.2
334.6,30.7
334.8,31.7
335,32.1
335.2,31.9
335.4,31.4
335.6,32.1
335.8,31.9
336,32.6
336.2,31.9
336.4,32.1
336.6,31.2
336.8,31.4
337,31.7
337.2,32.4
337.4,31.2
337.6,31.7
337.8,32.1
338,31.4
338.2,31.7
338.4,31.9
338.6,31.7
338.8,32.4
339,32.1
339.2,31.7
339.4,30.9
339.6,31.9
339.8,32.1
340,31.4
340.2,32.4
340.4,31.7
340.6,31.2
340.8,31.9
341,32.1
341.2,31.9
341.4,30.9
341.6,31.2
341.8,31.7
342,30.9
342.2,29.7
342.4,30.9
342.6,31.2
342.8,31.4
343,31.7
343.2,31.9
343.4,32.1
343.6,31.4
343.8,32.1
344,31.7
344.2,31.9
344.4,32.4
344.6,32.9
344.8,31.4
345,31.9
345.2,30.7
345.4,31.7
345.6,31.2
345.8,30.9
346,31.7
346.2,32.1
346.4,32.9
346.6,31.4
346.8,32.6
347,32.4
347.2,31.4
347.4,31.7
347.6,31.9
347.8,32.1
348,31.7
348.2,32.1
348.4,31.7
348.6,30.9
348.8,31.4
349,31.2
349.2,32.1
349.4,31.2
349.6,31.7
349.8,31.4
350,32.1
350.2,31.4
350.4,32.4
350.6,30.9
350.8,31.9
351,33.1
351.2,31.7
351.4,31.9
351.6,32.4
351.8,32.1
352,31.7
352.2,31.2
352.4,32.4
352.6,31.9
352.8,31.7
353,31.4
353.2,31.9
353.4,31.7
353.6,32.4
353.8,32.1
354,31.4
354.2,31.7
354.4,31.4
354.6,30.7
354.8,32.6
355,31.7
355.2,30.7
355.4,30.9
355.6,31.4
355.8,30.4
356,30.2
356.2,31.2
356.4,30.7
356.6,31.2
356.8,31.4
357,30.4
357.2,31.7
357.4,31.9
357.6,31.4
357.8,32.4
358,31.7
358.2,31.4
358.4,30.9
358.6,31.4
358.8,30.9
359,32.1
359.2,32.6
359.4,31.9
359.6,31.4
359.8,31.9
360,32.1
360.2,32.4
360.4,32.1
360.6,31.2
360.8,31.4
361,31.7
361.2,32.1
361.4,32.9
361.6,31.7
361.8,31.9
362,31.7
362.2,31.9
362.4,31.7
362.6,31.9
362.8,32.4
363,33.1
363.2,30.4
363.4,31.4
363.6,31.7
363.8,31.9
364,31.4
364.2,32.4
364.4,31.4
364.6,30.4
364.8,31.7
365,32.1
365.2,31.9
365.4,31.7
365.6,30.9
365.8,32.4
366,31.4
366.2,30.7
366.4,31.7
366.6,32.4
366.8,32.1
367,31.9
367.2,32.4
367.4,31.7
367.6,30.4
367.8,31.2
368,31.4
